event_id,service,environment,region,observed_at,latency_ms,error_count,timeout_count,traffic_rpm,cpu_percent,memory_percent,label,severity,incident_id
payments_09693,payments,production,eu-west-1,2026-03-08T17:33:00+00:00,216.16,1,0,682.43,47.83,58.54,0,,
payments_09694,payments,production,eu-west-1,2026-03-08T17:34:00+00:00,200.94,2,0,755.48,43.8,62.5,0,,
payments_09695,payments,production,eu-west-1,2026-03-08T17:35:00+00:00,208.76,1,0,626.9,43.61,57.21,0,,
payments_09696,payments,production,eu-west-1,2026-03-08T17:36:00+00:00,224.03,1,0,607.14,37.7,59.59,0,,
payments_09697,payments,production,eu-west-1,2026-03-08T17:37:00+00:00,206.47,1,0,579.14,43.11,58.46,0,,
payments_09698,payments,production,eu-west-1,2026-03-08T17:38:00+00:00,199.5,0,0,637.96,41.54,58.99,0,,
payments_09699,payments,production,eu-west-1,2026-03-08T17:39:00+00:00,224.69,1,1,613.09,38.6,62.5,0,,
payments_09700,payments,production,eu-west-1,2026-03-08T17:40:00+00:00,216.6,0,0,607.08,45.87,57.68,0,,
payments_09701,payments,production,eu-west-1,2026-03-08T17:41:00+00:00,207.24,2,0,653.02,44.1,61.16,0,,
payments_09702,payments,production,eu-west-1,2026-03-08T17:42:00+00:00,237.11,0,0,649.54,42.17,62.01,0,,
payments_09703,payments,production,eu-west-1,2026-03-08T17:43:00+00:00,224.7,0,0,636.15,41.19,60.22,0,,
payments_09704,payments,production,eu-west-1,2026-03-08T17:44:00+00:00,203.05,1,0,644.95,46.32,61.69,0,,
payments_09705,payments,production,eu-west-1,2026-03-08T17:45:00+00:00,223.23,0,0,672.78,36.47,60.42,0,,
payments_09706,payments,production,eu-west-1,2026-03-08T17:46:00+00:00,186.68,0,0,646.17,41.54,61.56,0,,
payments_09707,payments,production,eu-west-1,2026-03-08T17:47:00+00:00,228.76,1,0,693.38,44.4,60.66,0,,
payments_09708,payments,production,eu-west-1,2026-03-08T17:48:00+00:00,215.49,1,0,608.45,44.08,60.05,0,,
payments_09709,payments,production,eu-west-1,2026-03-08T17:49:00+00:00,203.55,1,0,620.89,40.39,60.4,0,,
payments_09710,payments,production,eu-west-1,2026-03-08T17:50:00+00:00,244.17,0,0,699.37,43.84,59.12,0,,
payments_09711,payments,production,eu-west-1,2026-03-08T17:51:00+00:00,220.82,0,0,580.67,44.31,61.24,0,,
payments_09712,payments,production,eu-west-1,2026-03-08T17:52:00+00:00,221.12,0,1,629.16,41.39,60.33,0,,
payments_09713,payments,production,eu-west-1,2026-03-08T17:53:00+00:00,191.05,1,0,716.14,42.12,60.88,0,,
payments_09714,payments,production,eu-west-1,2026-03-08T17:54:00+00:00,219.27,0,0,669.65,40.03,57.82,0,,
payments_09715,payments,production,eu-west-1,2026-03-08T17:55:00+00:00,220.77,1,0,606.23,38.75,64.45,0,,
payments_09716,payments,production,eu-west-1,2026-03-08T17:56:00+00:00,212.45,0,0,720.25,39.31,63.14,0,,
payments_09717,payments,production,eu-west-1,2026-03-08T17:57:00+00:00,248.65,0,0,650.35,42.07,61.02,0,,
payments_09718,payments,production,eu-west-1,2026-03-08T17:58:00+00:00,211.6,0,0,611.66,42.71,61.53,0,,
payments_09719,payments,production,eu-west-1,2026-03-08T17:59:00+00:00,222.7,0,0,686.65,42.9,60.07,0,,
payments_09720,payments,production,eu-west-1,2026-03-08T18:00:00+00:00,240.72,0,0,636.59,46.56,63.88,0,,
payments_09721,payments,production,eu-west-1,2026-03-08T18:01:00+00:00,222.97,1,0,711.85,42.39,59.83,0,,
payments_09722,payments,production,eu-west-1,2026-03-08T18:02:00+00:00,229.15,0,0,659.8,38.46,62.88,0,,
payments_09723,payments,production,eu-west-1,2026-03-08T18:03:00+00:00,158.77,1,0,687.74,42.07,61.95,0,,
payments_09724,payments,production,eu-west-1,2026-03-08T18:04:00+00:00,197.22,0,0,683.44,47.16,60.78,0,,
payments_09725,payments,production,eu-west-1,2026-03-08T18:05:00+00:00,215.57,1,0,593.81,49.26,59.37,0,,
payments_09726,payments,production,eu-west-1,2026-03-08T18:06:00+00:00,225.96,2,0,647.92,43.89,57.95,0,,
payments_09727,payments,production,eu-west-1,2026-03-08T18:07:00+00:00,198.3,0,0,715.88,43.11,60.91,0,,
payments_09728,payments,production,eu-west-1,2026-03-08T18:08:00+00:00,225.79,1,0,667.9,42.36,58.53,0,,
payments_09729,payments,production,eu-west-1,2026-03-08T18:09:00+00:00,196.1,0,0,610.94,36.39,61.03,0,,
payments_09730,payments,production,eu-west-1,2026-03-08T18:10:00+00:00,209.2,0,0,654.25,42.5,57.79,0,,
payments_09731,payments,production,eu-west-1,2026-03-08T18:11:00+00:00,269.36,0,0,702.38,45.29,62.86,0,,
payments_09732,payments,production,eu-west-1,2026-03-08T18:12:00+00:00,213.74,0,0,610.81,40.33,61.38,0,,
payments_09733,payments,production,eu-west-1,2026-03-08T18:13:00+00:00,218.14,1,0,626.23,43.88,60.88,0,,
payments_09734,payments,production,eu-west-1,2026-03-08T18:14:00+00:00,236.22,0,0,669.43,45.29,62.68,0,,
payments_09735,payments,production,eu-west-1,2026-03-08T18:15:00+00:00,228.87,0,0,610.76,38.61,65.23,0,,
payments_09736,payments,production,eu-west-1,2026-03-08T18:16:00+00:00,196.91,2,1,559.48,39.68,64.71,0,,
payments_09737,payments,production,eu-west-1,2026-03-08T18:17:00+00:00,261.01,1,0,599.96,44.33,61.95,0,,
payments_09738,payments,production,eu-west-1,2026-03-08T18:18:00+00:00,229.58,0,0,689.0,38.94,58.47,0,,
payments_09739,payments,production,eu-west-1,2026-03-08T18:19:00+00:00,195.0,2,0,629.81,43.76,59.64,0,,
payments_09740,payments,production,eu-west-1,2026-03-08T18:20:00+00:00,220.79,0,0,635.68,40.69,61.02,0,,
payments_09741,payments,production,eu-west-1,2026-03-08T18:21:00+00:00,236.24,0,0,657.05,47.36,66.35,0,,
payments_09742,payments,production,eu-west-1,2026-03-08T18:22:00+00:00,211.2,1,1,688.15,41.95,59.01,0,,
payments_09743,payments,production,eu-west-1,2026-03-08T18:23:00+00:00,231.5,0,2,554.04,46.71,65.07,0,,
payments_09744,payments,production,eu-west-1,2026-03-08T18:24:00+00:00,211.12,1,0,578.87,45.93,60.21,0,,
payments_09745,payments,production,eu-west-1,2026-03-08T18:25:00+00:00,200.14,1,0,638.39,40.84,63.58,0,,
payments_09746,payments,production,eu-west-1,2026-03-08T18:26:00+00:00,208.13,1,0,658.89,45.7,58.13,0,,
payments_09747,payments,production,eu-west-1,2026-03-08T18:27:00+00:00,197.1,0,0,678.94,47.72,60.41,0,,
payments_09748,payments,production,eu-west-1,2026-03-08T18:28:00+00:00,201.13,0,0,669.73,38.86,63.73,0,,
payments_09749,payments,production,eu-west-1,2026-03-08T18:29:00+00:00,190.51,1,0,585.23,40.37,60.3,0,,
payments_09750,payments,production,eu-west-1,2026-03-08T18:30:00+00:00,226.7,0,0,739.15,47.06,59.4,0,,
payments_09751,payments,production,eu-west-1,2026-03-08T18:31:00+00:00,234.4,0,0,675.02,41.39,62.44,0,,
payments_09752,payments,production,eu-west-1,2026-03-08T18:32:00+00:00,225.77,0,0,667.49,42.84,62.46,0,,
payments_09753,payments,production,eu-west-1,2026-03-08T18:33:00+00:00,189.08,1,0,690.3,43.12,61.75,0,,
payments_09754,payments,production,eu-west-1,2026-03-08T18:34:00+00:00,217.81,0,0,743.24,46.78,64.27,0,,
payments_09755,payments,production,eu-west-1,2026-03-08T18:35:00+00:00,191.46,0,0,722.18,38.97,59.8,0,,
payments_09756,payments,production,eu-west-1,2026-03-08T18:36:00+00:00,214.27,1,0,646.73,46.25,57.54,0,,
payments_09757,payments,production,eu-west-1,2026-03-08T18:37:00+00:00,233.77,0,0,630.66,45.12,60.21,0,,
payments_09758,payments,production,eu-west-1,2026-03-08T18:38:00+00:00,201.64,0,0,745.69,44.17,63.46,0,,
payments_09759,payments,production,eu-west-1,2026-03-08T18:39:00+00:00,232.45,0,0,690.66,44.36,64.23,0,,
payments_09760,payments,production,eu-west-1,2026-03-08T18:40:00+00:00,184.69,0,0,655.03,41.72,61.86,0,,
payments_09761,payments,production,eu-west-1,2026-03-08T18:41:00+00:00,232.33,0,0,694.47,45.14,57.18,0,,
payments_09762,payments,production,eu-west-1,2026-03-08T18:42:00+00:00,213.04,1,0,682.69,44.03,64.2,0,,
payments_09763,payments,production,eu-west-1,2026-03-08T18:43:00+00:00,258.23,1,0,671.44,43.91,59.73,0,,
payments_09764,payments,production,eu-west-1,2026-03-08T18:44:00+00:00,256.44,1,0,619.57,40.37,60.62,0,,
payments_09765,payments,production,eu-west-1,2026-03-08T18:45:00+00:00,228.58,0,0,643.93,40.64,59.05,0,,
payments_09766,payments,production,eu-west-1,2026-03-08T18:46:00+00:00,235.93,0,1,597.38,46.26,62.51,0,,
payments_09767,payments,production,eu-west-1,2026-03-08T18:47:00+00:00,205.18,0,0,653.26,46.01,58.58,0,,
payments_09768,payments,production,eu-west-1,2026-03-08T18:48:00+00:00,213.05,0,1,657.27,40.71,65.13,0,,
payments_09769,payments,production,eu-west-1,2026-03-08T18:49:00+00:00,213.02,1,0,691.08,42.08,62.95,0,,
payments_09770,payments,production,eu-west-1,2026-03-08T18:50:00+00:00,204.94,0,0,654.79,44.37,61.16,0,,
payments_09771,payments,production,eu-west-1,2026-03-08T18:51:00+00:00,195.78,0,0,614.95,43.53,60.64,0,,
payments_09772,payments,production,eu-west-1,2026-03-08T18:52:00+00:00,216.06,0,0,650.3,44.77,59.9,0,,
payments_09773,payments,production,eu-west-1,2026-03-08T18:53:00+00:00,213.3,1,2,669.12,40.64,58.96,0,,
payments_09774,payments,production,eu-west-1,2026-03-08T18:54:00+00:00,205.58,1,0,693.47,44.17,62.08,0,,
payments_09775,payments,production,eu-west-1,2026-03-08T18:55:00+00:00,239.79,1,0,672.51,46.04,61.72,0,,
payments_09776,payments,production,eu-west-1,2026-03-08T18:56:00+00:00,245.31,0,0,703.19,44.92,61.36,0,,
payments_09777,payments,production,eu-west-1,2026-03-08T18:57:00+00:00,228.69,1,1,680.27,44.08,61.76,0,,
payments_09778,payments,production,eu-west-1,2026-03-08T18:58:00+00:00,257.91,0,0,629.46,47.75,63.63,0,,
payments_09779,payments,production,eu-west-1,2026-03-08T18:59:00+00:00,197.87,1,0,705.49,45.95,59.47,0,,
payments_09780,payments,production,eu-west-1,2026-03-08T19:00:00+00:00,222.9,0,0,701.22,46.66,60.09,0,,
payments_09781,payments,production,eu-west-1,2026-03-08T19:01:00+00:00,233.14,0,1,684.65,41.05,62.86,0,,
payments_09782,payments,production,eu-west-1,2026-03-08T19:02:00+00:00,206.99,0,0,540.64,43.65,62.94,0,,
payments_09783,payments,production,eu-west-1,2026-03-08T19:03:00+00:00,209.4,0,0,667.99,36.68,59.9,0,,
payments_09784,payments,production,eu-west-1,2026-03-08T19:04:00+00:00,197.47,0,0,665.35,39.43,61.41,0,,
payments_09785,payments,production,eu-west-1,2026-03-08T19:05:00+00:00,241.46,0,0,647.1,40.92,65.62,0,,
payments_09786,payments,production,eu-west-1,2026-03-08T19:06:00+00:00,245.22,0,0,646.54,47.19,61.39,0,,
payments_09787,payments,production,eu-west-1,2026-03-08T19:07:00+00:00,242.84,1,0,695.88,44.38,60.84,0,,
payments_09788,payments,production,eu-west-1,2026-03-08T19:08:00+00:00,225.68,0,1,699.66,43.25,61.21,0,,
payments_09789,payments,production,eu-west-1,2026-03-08T19:09:00+00:00,196.26,0,1,642.88,47.03,60.26,0,,
payments_09790,payments,production,eu-west-1,2026-03-08T19:10:00+00:00,221.13,0,0,663.39,42.9,62.64,0,,
payments_09791,payments,production,eu-west-1,2026-03-08T19:11:00+00:00,232.11,0,0,691.96,46.55,61.1,0,,
payments_09792,payments,production,eu-west-1,2026-03-08T19:12:00+00:00,220.06,2,0,642.01,42.62,60.05,0,,
payments_09793,payments,production,eu-west-1,2026-03-08T19:13:00+00:00,186.86,1,0,618.88,36.93,59.75,0,,
payments_09794,payments,production,eu-west-1,2026-03-08T19:14:00+00:00,206.5,0,0,704.59,44.99,64.59,0,,
payments_09795,payments,production,eu-west-1,2026-03-08T19:15:00+00:00,223.6,0,0,645.06,44.76,62.37,0,,
payments_09796,payments,production,eu-west-1,2026-03-08T19:16:00+00:00,210.6,1,0,672.39,44.42,60.4,1,high,inc_payments_10
payments_09797,payments,production,eu-west-1,2026-03-08T19:17:00+00:00,496.35,5,2,536.0,60.15,64.82,1,high,inc_payments_10
payments_09798,payments,production,eu-west-1,2026-03-08T19:18:00+00:00,565.22,8,4,552.37,65.16,69.16,1,high,inc_payments_10
payments_09799,payments,production,eu-west-1,2026-03-08T19:19:00+00:00,610.13,5,1,593.12,67.51,68.38,1,high,inc_payments_10
payments_09800,payments,production,eu-west-1,2026-03-08T19:20:00+00:00,486.08,5,1,552.34,60.08,68.05,1,high,inc_payments_10
payments_09801,payments,production,eu-west-1,2026-03-08T19:21:00+00:00,204.88,0,0,621.91,48.36,62.31,1,high,inc_payments_10
payments_09802,payments,production,eu-west-1,2026-03-08T19:22:00+00:00,208.22,0,0,681.23,43.64,60.87,0,,
payments_09803,payments,production,eu-west-1,2026-03-08T19:23:00+00:00,218.75,1,0,636.81,43.06,59.38,0,,
payments_09804,payments,production,eu-west-1,2026-03-08T19:24:00+00:00,191.97,0,0,632.6,43.63,62.63,0,,
payments_09805,payments,production,eu-west-1,2026-03-08T19:25:00+00:00,201.08,0,0,639.58,41.14,63.24,0,,
payments_09806,payments,production,eu-west-1,2026-03-08T19:26:00+00:00,245.51,0,0,680.47,40.56,59.27,0,,
payments_09807,payments,production,eu-west-1,2026-03-08T19:27:00+00:00,187.02,2,0,738.52,39.81,59.54,0,,
payments_09808,payments,production,eu-west-1,2026-03-08T19:28:00+00:00,207.99,0,0,648.53,40.59,63.54,0,,
payments_09809,payments,production,eu-west-1,2026-03-08T19:29:00+00:00,203.71,0,0,698.42,45.14,59.54,0,,
payments_09810,payments,production,eu-west-1,2026-03-08T19:30:00+00:00,216.16,0,0,656.37,43.76,60.32,0,,
payments_09811,payments,production,eu-west-1,2026-03-08T19:31:00+00:00,227.7,0,0,687.72,47.12,61.4,0,,
payments_09812,payments,production,eu-west-1,2026-03-08T19:32:00+00:00,212.63,0,0,676.78,36.38,59.81,0,,
payments_09813,payments,production,eu-west-1,2026-03-08T19:33:00+00:00,233.3,1,0,634.61,43.17,57.33,0,,
payments_09814,payments,production,eu-west-1,2026-03-08T19:34:00+00:00,178.05,1,0,699.28,45.5,62.4,0,,
payments_09815,payments,production,eu-west-1,2026-03-08T19:35:00+00:00,216.8,0,0,593.09,42.48,61.06,0,,
payments_09816,payments,production,eu-west-1,2026-03-08T19:36:00+00:00,192.38,1,0,697.71,42.4,59.83,0,,
payments_09817,payments,production,eu-west-1,2026-03-08T19:37:00+00:00,205.33,0,0,748.57,41.83,63.61,0,,
payments_09818,payments,production,eu-west-1,2026-03-08T19:38:00+00:00,237.19,0,0,753.77,51.36,56.76,0,,
payments_09819,payments,production,eu-west-1,2026-03-08T19:39:00+00:00,217.75,2,0,661.27,38.98,61.99,0,,
payments_09820,payments,production,eu-west-1,2026-03-08T19:40:00+00:00,224.63,0,0,652.45,42.98,63.48,0,,
payments_09821,payments,production,eu-west-1,2026-03-08T19:41:00+00:00,215.32,1,1,721.28,46.07,62.33,0,,
payments_09822,payments,production,eu-west-1,2026-03-08T19:42:00+00:00,224.92,0,0,600.41,39.4,60.55,0,,
payments_09823,payments,production,eu-west-1,2026-03-08T19:43:00+00:00,213.71,0,0,637.84,41.33,56.84,0,,
payments_09824,payments,production,eu-west-1,2026-03-08T19:44:00+00:00,212.75,1,0,692.66,41.13,61.91,0,,
payments_09825,payments,production,eu-west-1,2026-03-08T19:45:00+00:00,199.58,0,0,671.29,39.44,60.3,0,,
payments_09826,payments,production,eu-west-1,2026-03-08T19:46:00+00:00,211.44,0,0,717.94,43.52,60.83,0,,
payments_09827,payments,production,eu-west-1,2026-03-08T19:47:00+00:00,218.55,0,1,662.47,41.96,60.27,0,,
payments_09828,payments,production,eu-west-1,2026-03-08T19:48:00+00:00,196.25,0,0,541.01,39.37,60.05,0,,
payments_09829,payments,production,eu-west-1,2026-03-08T19:49:00+00:00,168.34,0,0,688.15,47.59,63.62,0,,
payments_09830,payments,production,eu-west-1,2026-03-08T19:50:00+00:00,219.22,0,0,649.18,48.94,62.17,0,,
payments_09831,payments,production,eu-west-1,2026-03-08T19:51:00+00:00,236.19,0,0,648.72,42.14,60.48,0,,
payments_09832,payments,production,eu-west-1,2026-03-08T19:52:00+00:00,203.43,0,0,638.03,45.06,64.38,0,,
payments_09833,payments,production,eu-west-1,2026-03-08T19:53:00+00:00,210.51,0,0,724.92,43.25,62.1,0,,
payments_09834,payments,production,eu-west-1,2026-03-08T19:54:00+00:00,226.88,1,0,684.03,49.1,61.84,0,,
payments_09835,payments,production,eu-west-1,2026-03-08T19:55:00+00:00,230.19,0,0,696.52,42.48,62.4,0,,
payments_09836,payments,production,eu-west-1,2026-03-08T19:56:00+00:00,240.11,1,0,627.49,43.85,58.42,0,,
payments_09837,payments,production,eu-west-1,2026-03-08T19:57:00+00:00,205.13,0,0,679.63,42.15,60.17,0,,
payments_09838,payments,production,eu-west-1,2026-03-08T19:58:00+00:00,238.58,1,0,787.14,43.74,59.33,0,,
payments_09839,payments,production,eu-west-1,2026-03-08T19:59:00+00:00,251.49,1,0,712.27,45.94,63.73,0,,
payments_09840,payments,production,eu-west-1,2026-03-08T20:00:00+00:00,191.01,0,0,628.79,41.29,60.58,0,,
payments_09841,payments,production,eu-west-1,2026-03-08T20:01:00+00:00,210.09,0,0,679.98,42.97,60.61,0,,
payments_09842,payments,production,eu-west-1,2026-03-08T20:02:00+00:00,202.48,1,0,700.15,42.63,64.54,0,,
payments_09843,payments,production,eu-west-1,2026-03-08T20:03:00+00:00,197.07,0,0,696.27,49.07,61.59,0,,
payments_09844,payments,production,eu-west-1,2026-03-08T20:04:00+00:00,210.98,0,0,599.67,41.41,64.28,0,,
payments_09845,payments,production,eu-west-1,2026-03-08T20:05:00+00:00,241.99,0,0,645.19,43.24,62.45,0,,
payments_09846,payments,production,eu-west-1,2026-03-08T20:06:00+00:00,221.53,0,0,771.48,45.49,56.87,0,,
payments_09847,payments,production,eu-west-1,2026-03-08T20:07:00+00:00,211.61,0,0,644.45,40.77,59.61,0,,
payments_09848,payments,production,eu-west-1,2026-03-08T20:08:00+00:00,213.83,1,1,662.61,43.95,61.29,0,,
payments_09849,payments,production,eu-west-1,2026-03-08T20:09:00+00:00,194.26,0,0,707.11,45.91,59.61,0,,
payments_09850,payments,production,eu-west-1,2026-03-08T20:10:00+00:00,212.86,2,1,704.03,45.74,60.37,0,,
payments_09851,payments,production,eu-west-1,2026-03-08T20:11:00+00:00,215.4,0,0,653.69,40.94,60.61,0,,
payments_09852,payments,production,eu-west-1,2026-03-08T20:12:00+00:00,196.23,0,0,719.79,38.71,60.11,0,,
payments_09853,payments,production,eu-west-1,2026-03-08T20:13:00+00:00,228.26,0,0,771.95,43.19,65.36,0,,
payments_09854,payments,production,eu-west-1,2026-03-08T20:14:00+00:00,218.46,1,0,649.89,44.49,60.98,0,,
payments_09855,payments,production,eu-west-1,2026-03-08T20:15:00+00:00,219.43,1,0,649.27,42.28,61.69,0,,
payments_09856,payments,production,eu-west-1,2026-03-08T20:16:00+00:00,207.28,0,0,589.04,45.24,64.27,0,,
payments_09857,payments,production,eu-west-1,2026-03-08T20:17:00+00:00,227.16,0,0,671.27,47.9,63.48,0,,
payments_09858,payments,production,eu-west-1,2026-03-08T20:18:00+00:00,208.82,0,0,693.6,47.14,63.16,0,,
payments_09859,payments,production,eu-west-1,2026-03-08T20:19:00+00:00,207.64,1,0,673.95,42.75,57.93,0,,
payments_09860,payments,production,eu-west-1,2026-03-08T20:20:00+00:00,270.62,0,0,666.19,44.77,63.82,0,,
payments_09861,payments,production,eu-west-1,2026-03-08T20:21:00+00:00,246.1,0,1,694.74,43.45,60.36,0,,
payments_09862,payments,production,eu-west-1,2026-03-08T20:22:00+00:00,188.69,3,0,714.7,42.64,63.22,0,,
payments_09863,payments,production,eu-west-1,2026-03-08T20:23:00+00:00,200.31,0,0,636.28,39.05,59.38,0,,
payments_09864,payments,production,eu-west-1,2026-03-08T20:24:00+00:00,220.12,0,0,681.12,45.89,60.99,0,,
payments_09865,payments,production,eu-west-1,2026-03-08T20:25:00+00:00,249.54,0,0,603.17,43.9,63.33,0,,
payments_09866,payments,production,eu-west-1,2026-03-08T20:26:00+00:00,238.1,0,0,668.16,46.95,66.6,0,,
payments_09867,payments,production,eu-west-1,2026-03-08T20:27:00+00:00,215.55,0,0,657.66,46.56,60.29,0,,
payments_09868,payments,production,eu-west-1,2026-03-08T20:28:00+00:00,214.87,0,0,759.99,46.44,59.22,0,,
payments_09869,payments,production,eu-west-1,2026-03-08T20:29:00+00:00,207.76,1,0,754.76,46.48,62.59,0,,
payments_09870,payments,production,eu-west-1,2026-03-08T20:30:00+00:00,216.26,3,0,662.14,47.66,61.57,0,,
payments_09871,payments,production,eu-west-1,2026-03-08T20:31:00+00:00,193.81,0,0,761.73,49.14,60.14,0,,
payments_09872,payments,production,eu-west-1,2026-03-08T20:32:00+00:00,215.55,1,1,641.35,46.77,64.42,0,,
payments_09873,payments,production,eu-west-1,2026-03-08T20:33:00+00:00,216.81,0,0,690.48,47.99,61.35,0,,
payments_09874,payments,production,eu-west-1,2026-03-08T20:34:00+00:00,233.74,2,0,767.73,39.9,63.1,0,,
payments_09875,payments,production,eu-west-1,2026-03-08T20:35:00+00:00,237.82,1,0,726.97,42.98,65.75,0,,
payments_09876,payments,production,eu-west-1,2026-03-08T20:36:00+00:00,228.54,0,0,648.8,47.0,57.01,0,,
payments_09877,payments,production,eu-west-1,2026-03-08T20:37:00+00:00,233.75,0,0,560.27,45.99,65.62,0,,
payments_09878,payments,production,eu-west-1,2026-03-08T20:38:00+00:00,245.38,0,0,788.49,47.81,61.58,0,,
payments_09879,payments,production,eu-west-1,2026-03-08T20:39:00+00:00,200.35,0,0,744.68,42.24,62.36,0,,
payments_09880,payments,production,eu-west-1,2026-03-08T20:40:00+00:00,220.12,1,0,766.36,46.65,64.52,0,,
payments_09881,payments,production,eu-west-1,2026-03-08T20:41:00+00:00,223.69,0,0,710.47,40.28,61.69,0,,
payments_09882,payments,production,eu-west-1,2026-03-08T20:42:00+00:00,245.48,2,0,687.97,43.89,60.0,0,,
payments_09883,payments,production,eu-west-1,2026-03-08T20:43:00+00:00,207.82,0,0,712.96,45.29,60.82,0,,
payments_09884,payments,production,eu-west-1,2026-03-08T20:44:00+00:00,208.57,0,0,718.04,43.92,64.16,0,,
payments_09885,payments,production,eu-west-1,2026-03-08T20:45:00+00:00,216.4,0,0,750.33,45.96,61.61,0,,
payments_09886,payments,production,eu-west-1,2026-03-08T20:46:00+00:00,227.94,0,0,765.37,44.98,60.21,0,,
payments_09887,payments,production,eu-west-1,2026-03-08T20:47:00+00:00,255.94,1,1,656.64,48.72,64.52,0,,
payments_09888,payments,production,eu-west-1,2026-03-08T20:48:00+00:00,229.33,0,0,690.84,47.59,62.59,0,,
payments_09889,payments,production,eu-west-1,2026-03-08T20:49:00+00:00,192.58,1,0,743.77,48.45,59.66,0,,
payments_09890,payments,production,eu-west-1,2026-03-08T20:50:00+00:00,228.29,0,0,737.32,46.45,60.94,0,,
payments_09891,payments,production,eu-west-1,2026-03-08T20:51:00+00:00,247.4,0,0,722.18,49.62,60.49,0,,
payments_09892,payments,production,eu-west-1,2026-03-08T20:52:00+00:00,234.37,0,0,739.84,44.74,59.08,0,,
payments_09893,payments,production,eu-west-1,2026-03-08T20:53:00+00:00,197.77,0,0,756.99,42.04,59.36,0,,
payments_09894,payments,production,eu-west-1,2026-03-08T20:54:00+00:00,240.66,1,0,686.92,43.09,65.03,0,,
payments_09895,payments,production,eu-west-1,2026-03-08T20:55:00+00:00,239.6,1,0,798.83,50.21,60.74,0,,
payments_09896,payments,production,eu-west-1,2026-03-08T20:56:00+00:00,206.71,1,0,688.8,44.21,63.65,0,,
payments_09897,payments,production,eu-west-1,2026-03-08T20:57:00+00:00,255.83,1,0,692.98,48.29,62.38,0,,
payments_09898,payments,production,eu-west-1,2026-03-08T20:58:00+00:00,200.22,0,0,739.38,40.64,63.96,0,,
payments_09899,payments,production,eu-west-1,2026-03-08T20:59:00+00:00,240.7,0,0,717.73,44.56,62.88,0,,
payments_09900,payments,production,eu-west-1,2026-03-08T21:00:00+00:00,233.44,0,0,818.2,43.45,63.68,0,,
payments_09901,payments,production,eu-west-1,2026-03-08T21:01:00+00:00,242.49,0,0,723.48,42.06,61.82,0,,
payments_09902,payments,production,eu-west-1,2026-03-08T21:02:00+00:00,227.39,0,0,772.45,48.02,60.91,0,,
payments_09903,payments,production,eu-west-1,2026-03-08T21:03:00+00:00,255.23,2,0,739.2,46.67,60.62,0,,
payments_09904,payments,production,eu-west-1,2026-03-08T21:04:00+00:00,235.84,1,0,773.77,41.6,61.03,0,,
payments_09905,payments,production,eu-west-1,2026-03-08T21:05:00+00:00,232.6,0,0,677.32,41.56,61.46,0,,
payments_09906,payments,production,eu-west-1,2026-03-08T21:06:00+00:00,209.03,0,0,707.21,40.94,61.9,0,,
payments_09907,payments,production,eu-west-1,2026-03-08T21:07:00+00:00,212.19,0,0,748.77,44.03,60.29,0,,
payments_09908,payments,production,eu-west-1,2026-03-08T21:08:00+00:00,215.94,0,0,689.32,44.55,62.35,0,,
payments_09909,payments,production,eu-west-1,2026-03-08T21:09:00+00:00,217.85,0,0,792.84,48.59,59.58,0,,
payments_09910,payments,production,eu-west-1,2026-03-08T21:10:00+00:00,229.87,1,0,746.07,43.66,58.6,0,,
payments_09911,payments,production,eu-west-1,2026-03-08T21:11:00+00:00,259.05,1,0,746.49,42.71,63.22,0,,
payments_09912,payments,production,eu-west-1,2026-03-08T21:12:00+00:00,196.51,0,0,713.85,40.41,58.21,0,,
payments_09913,payments,production,eu-west-1,2026-03-08T21:13:00+00:00,204.19,0,0,702.48,48.0,62.01,0,,
payments_09914,payments,production,eu-west-1,2026-03-08T21:14:00+00:00,221.53,2,0,741.0,42.97,60.49,0,,
payments_09915,payments,production,eu-west-1,2026-03-08T21:15:00+00:00,209.01,1,0,782.46,48.09,58.69,0,,
payments_09916,payments,production,eu-west-1,2026-03-08T21:16:00+00:00,200.04,1,0,711.33,39.4,60.64,0,,
payments_09917,payments,production,eu-west-1,2026-03-08T21:17:00+00:00,227.96,0,0,708.62,46.44,58.42,0,,
payments_09918,payments,production,eu-west-1,2026-03-08T21:18:00+00:00,214.74,0,0,826.04,52.57,63.26,0,,
payments_09919,payments,production,eu-west-1,2026-03-08T21:19:00+00:00,217.98,1,0,719.21,46.03,59.85,0,,
payments_09920,payments,production,eu-west-1,2026-03-08T21:20:00+00:00,230.79,0,0,726.17,46.0,58.19,0,,
payments_09921,payments,production,eu-west-1,2026-03-08T21:21:00+00:00,231.3,0,0,717.7,40.6,62.72,0,,
payments_09922,payments,production,eu-west-1,2026-03-08T21:22:00+00:00,237.08,1,0,707.34,41.55,61.53,0,,
payments_09923,payments,production,eu-west-1,2026-03-08T21:23:00+00:00,243.09,0,0,692.67,43.61,61.0,0,,
payments_09924,payments,production,eu-west-1,2026-03-08T21:24:00+00:00,230.11,0,0,708.24,45.44,62.83,0,,
payments_09925,payments,production,eu-west-1,2026-03-08T21:25:00+00:00,232.51,0,0,780.23,49.82,59.88,0,,
payments_09926,payments,production,eu-west-1,2026-03-08T21:26:00+00:00,242.56,1,0,734.77,48.48,63.12,0,,
payments_09927,payments,production,eu-west-1,2026-03-08T21:27:00+00:00,200.56,1,0,708.03,44.78,56.09,0,,
